kata,aspek,sentimen
cepat,pelayanan,positif
mes,rasa,netral
telur,rasa,netral
salmon,rasa,netral
salmon,rasa,netral
minta,rasa,netral
maaf,rasa,netral
itu,rasa,netral
bukan,rasa,netral
selera,rasa,netral
itu,rasa,netral
padan,rasa,netral
harga,rasa,netral
cappucinno,rasa,netral
jeruk,rasa,netral
keprok,rasa,netral
unik,rasa,netral
bagus,rasa,netral
utama,rasa,netral
dingin,rasa,netral
buat,rasa,netral
paling,rasa,netral
kenal,rasa,netral
untuk,rasa,netral
alam,rasa,netral
makan,rasa,netral
bawah,rasa,netral
standar,rasa,netral
dapat,rasa,netral
fettucini,rasa,netral
carbonara,rasa,netral
dengan,rasa,netral
telur,rasa,netral
rebus,rasa,netral
yang,rasa,netral
matang,rasa,netral
rasa,rasa,netral
terlalu,rasa,netral
enak,rasa,netral
akhir,umum,positif
buka,umum,positif
tanamera,umum,positif
surabaya,umum,positif
milik,umum,positif
salah,umum,positif
satu,umum,positif
kopi,umum,positif
baik,umum,positif
akan,umum,positif
kata,umum,positif
milik,umum,positif
lantai,umum,positif
milik,umum,positif
luar,umum,positif
adalah,umum,positif
kafe,umum,positif
ramah,umum,positif
anjing,umum,positif
dapat,umum,positif
bawa,umum,positif
bayi,umum,positif
bulu,umum,positif
dan,umum,positif
duduk,umum,positif
area,umum,positif
luar,umum,positif
lantai,umum,positif
tempat,umum,positif
kumpul,umum,positif
bagus,umum,positif
mereka,umum,positif
juga,umum,positif
milik,umum,positif
musik,umum,positif
langsung,umum,positif
malam,umum,positif
hari,umum,positif
coba,rasa,positif
toraja,rasa,positif
layan,rasa,positif
baik,rasa,positif
putih,rasa,positif
dingin,rasa,positif
terlalu,rasa,positif
tebal,rasa,positif
akan,rasa,positif
coba,rasa,positif
dingin,rasa,positif
buat,rasa,positif
kali,rasa,positif
suasana,pelayanan,positif
bagus,pelayanan,positif
saya,pelayanan,positif
lupa,pelayanan,positif
tanya,pelayanan,positif
nama,pelayanan,positif
layan,pelayanan,positif
dia,pelayanan,positif
sangat,pelayanan,positif
ramah,pelayanan,positif
bantu,pelayanan,positif
terima,pelayanan,positif
kasih,pelayanan,positif
nona,pelayanan,positif
langgan,pelayanan,positif
dingin,pelayanan,positif
putih,pelayanan,positif
kopi,rasa,positif
teh,rasa,positif
makan,rasa,positif
ringan,rasa,positif
enak,rasa,positif
suasana,umum,positif
bagus,umum,positif
utama,umum,positif
lagu,umum,positif
agak,umum,positif
terlalu,umum,positif
keras,umum,positif
harga,harga,positif
padan,harga,positif
tempat,harga,positif
kopi,umum,positif
enak,umum,positif
tempat,umum,positif
kerja,umum,positif
ada,umum,positif
temu,umum,positif
sekadar,umum,positif
santa,umum,positif
makan,umum,positif
enak,umum,positif
bagai,umum,positif
jenis,umum,positif
hidang,umum,positif
barat,umum,positif
italia,umum,positif
asia,umum,positif
bagai,rasa,netral
macam,rasa,netral
lattes,rasa,netral
bukan,rasa,netral
gemar,rasa,netral
ayam,rasa,netral
popcorn,rasa,netral
kopi,rasa,netral
cukup,rasa,netral
kopi,rasa,netral
baik,rasa,netral
baik,rasa,netral
harga,harga,negatif
lebih,harga,negatif
mahal,harga,negatif
banding,harga,negatif
kompetitor,harga,negatif
beberapa,pelayanan,netral
staf,pelayanan,netral
sangat,pelayanan,netral
ramah,pelayanan,netral
beberapa,pelayanan,netral
tidak,pelayanan,netral
peduli,pelayanan,netral
air,umum,netral
keran,umum,netral
bau,umum,netral
tempat,umum,netral
cantik,umum,netral
kopi,rasa,positif
enak,rasa,positif
tempat,rasa,positif
enak,rasa,positif
ayam,rasa,positif
bakar,rasa,positif
ada,rasa,positif
sisi,rasa,positif
lebih,rasa,positif
segar,rasa,positif
saya,rasa,positif
khawatir,rasa,positif
mungkin,rasa,positif
kurang,rasa,positif
matang,rasa,positif
bukan,rasa,positif
tetapi,rasa,positif
tetap,rasa,positif
coba,rasa,positif
telur,rasa,positif
benny,rasa,positif
itu,rasa,positif
baik,rasa,positif
baik,rasa,positif
belum,rasa,positif
coba,rasa,positif
hidang,rasa,positif
utama,rasa,positif
tetapi,rasa,positif
coba,rasa,positif
cokelat,rasa,positif
es,rasa,positif
beludru,rasa,positif
merah,rasa,positif
es,rasa,positif
cincin,rasa,positif
bawang,rasa,positif
rasa,rasa,positif
enak,rasa,positif
tempat,umum,positif
besar,umum,positif
dapat,umum,positif
bawa,umum,positif
keluarga,umum,positif
teman,umum,positif
bahkan,umum,positif
anak,umum,positif
ke,umum,positif
sini,umum,positif
suasana,umum,positif
bagus,umum,positif
kopi,rasa,positif
enak,rasa,positif
suka,rasa,positif
mesin,rasa,positif
espresso,rasa,positif
slayer,rasa,positif
pesan,rasa,positif
dingin,rasa,positif
buat,rasa,positif
favorit,rasa,positif
kelapa,rasa,positif
karamel,rasa,positif
rasa,rasa,positif
enak,rasa,positif
suasana,umum,positif
senang,umum,positif
milik,umum,positif
tempat,umum,positif
duduk,umum,positif
dan,umum,positif
luar,umum,positif
dapat,umum,positif
porsi,umum,positif
kentang,umum,positif
goreng,umum,positif
truffle,umum,positif
tani,umum,positif
rehat,umum,positif
kopi,umum,positif
kopi,rasa,positif
sempurna,rasa,positif
semua,rasa,positif
makan,rasa,positif
saya,rasa,positif
pesan,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
kaum,kenyamanan,positif
muda,kenyamanan,positif
habis,kenyamanan,positif
malam,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
tongkrong,kenyamanan,positif
suasana,umum,positif
senang,umum,positif
arsitektur,umum,positif
dalam,umum,positif
luar,umum,positif
biasa,umum,positif
harga,harga,netral
tinggi,harga,netral
kopi,harga,netral
masih,harga,netral
suka,rasa,positif
kopi,rasa,positif
di,rasa,positif
tempat,rasa,positif
favorit,rasa,positif
adalah,rasa,positif
ache,rasa,positif
dingin,rasa,positif
buat,rasa,positif
enak,rasa,positif
tempat,umum,positif
sempurna,umum,positif
obrol,umum,positif
gaul,umum,positif
teman,umum,positif
teman,umum,positif
kopi,rasa,negatif
hebat,rasa,negatif
kira,rasa,negatif
makan,rasa,negatif
pilih,rasa,negatif
padan,rasa,negatif
harga,rasa,negatif
baik,rasa,negatif
waktu,rasa,negatif
makan,rasa,negatif
siang,rasa,negatif
teh,rasa,negatif
makan,rasa,negatif
malam,rasa,negatif
makan,rasa,negatif
kami,rasa,negatif
mes,rasa,negatif
aglio,rasa,negatif
spaghetti,rasa,negatif
datang,rasa,negatif
sangat,rasa,negatif
pedas,rasa,negatif
tanya,rasa,negatif
itu,rasa,negatif
standar,rasa,negatif
mereka,rasa,negatif
periksa,rasa,negatif
kata,rasa,negatif
jelas,rasa,negatif
terlalu,rasa,negatif
pedas,rasa,negatif
masak,rasa,negatif
spaghetti,rasa,negatif
jadi,rasa,negatif
asin,rasa,negatif
maaf,rasa,negatif
untuk,rasa,negatif
kata,rasa,negatif
saya,rasa,negatif
pikir,rasa,negatif
lebih,rasa,negatif
baik,rasa,negatif
mereka,rasa,negatif
buat,rasa,negatif
kafe,rasa,negatif
dengan,rasa,negatif
makan,rasa,negatif
ringan,rasa,negatif
mereka,rasa,negatif
mampu,rasa,negatif
tahu,rasa,negatif
spaghetti,rasa,negatif
terlalu,rasa,negatif
asin,rasa,negatif
tidak,rasa,negatif
layak,rasa,negatif
suasana,umum,positif
bagus,umum,positif
kopi,rasa,netral
bukan,rasa,netral
saya,rasa,netral
terlalu,rasa,netral
ringan,rasa,netral
utama,rasa,netral
suka,rasa,netral
kopi,rasa,netral
tubuh,rasa,netral
penuh,rasa,netral
makan,rasa,netral
kopi,rasa,netral
harga,rasa,netral
bagus,rasa,netral
teh,rasa,netral
hijau,rasa,netral
standar,rasa,netral
kecil,rasa,netral
harga,harga,negatif
makan,harga,negatif
cukup,harga,negatif
mahal,harga,negatif
tempat,umum,positif
besar,umum,positif
bagus,umum,positif
dekorasi,umum,positif
tempat,umum,positif
indah,umum,positif
coba,rasa,positif
tangerine,rasa,positif
cappucino,rasa,positif
rasa,rasa,positif
enak,rasa,positif
letak,umum,positif
surabaya,umum,positif
barat,umum,positif
bangun,umum,positif
minimal,umum,positif
modern,umum,positif
dominan,umum,positif
warna,umum,positif
merah,umum,positif
benar,umum,positif
rasa,umum,positif
nyaman,umum,positif
sayang,umum,positif
terlalu,umum,positif
ramai,umum,positif
mahal,harga,negatif
milik,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
baik,kenyamanan,positif
anda,kenyamanan,positif
anda,kenyamanan,positif
temu,kenyamanan,positif
sini,kenyamanan,positif
kopi,rasa,positif
luar,rasa,positif
biasa,rasa,positif
harga,rasa,positif
cukup,rasa,positif
masuk,rasa,positif
akal,rasa,positif
walaupun,rasa,positif
jengkel,rasa,positif
harga,rasa,positif
sebut,rasa,positif
masuk,rasa,positif
pajak,rasa,positif
bayar,rasa,positif
lebih,rasa,positif
tinggi,rasa,positif
harap,rasa,positif
meski,rasa,positif
saji,rasa,positif
cukup,rasa,positif
kecil,rasa,positif
gambar,rasa,positif
kopi,rasa,positif
lihat,rasa,positif
vas,rasa,positif
bunga,rasa,positif
kaca,rasa,positif
skala,rasa,positif
demikian,rasa,positif
kualitas,rasa,positif
jenis,rasa,positif
pakai,rasa,positif
ukur,rasa,positif
porsi,rasa,positif
kecil,rasa,positif
pergi,rasa,positif
sini,rasa,positif
dua,rasa,positif
kali,rasa,positif
milik,rasa,positif
kopi,rasa,positif
es,rasa,positif
asa,rasa,positif
lezat,rasa,positif
segar,rasa,positif
tiga,rasa,positif
kali,rasa,positif
pergi,rasa,positif
sini,rasa,positif
mes,rasa,positif
dingin,rasa,positif
buat,rasa,positif
hitam,rasa,positif
seperti,rasa,positif
cukup,rasa,positif
populer,rasa,positif
media,rasa,positif
sosial,rasa,positif
pikir,rasa,positif
pasti,rasa,positif
dapat,rasa,positif
dingin,rasa,positif
buat,rasa,positif
ada,rasa,positif
tanamera,rasa,positif
karena,rasa,positif
itu,rasa,positif
salah,rasa,positif
satu,rasa,positif
dingin,rasa,positif
buat,rasa,positif
baik,rasa,positif
pernah,rasa,positif
rasa,rasa,positif
saat,rasa,positif
ingat,rasa,positif
telah,rasa,positif
cicip,rasa,positif
kopi,rasa,positif
buat,rasa,positif
kopi,rasa,positif
beberapa,rasa,positif
kali,rasa,positif
kopi,rasa,positif
tanamera,rasa,positif
salah,rasa,positif
satu,rasa,positif
saing,rasa,positif
atas,rasa,positif
rupiah,rasa,positif
000,rasa,positif
dapat,rasa,positif
botol,rasa,positif
dingin,rasa,positif
buat,rasa,positif
ml,rasa,positif
kuat,rasa,positif
cocok,rasa,positif
saat,rasa,positif
butuh,rasa,positif
senta,rasa,positif
kafein,rasa,positif
keluar,rasa,positif
dari,rasa,positif
puruk,rasa,positif
sore,rasa,positif
anda,rasa,positif
coba,rasa,positif
salah,rasa,positif
satu,rasa,positif
makan,rasa,positif
jadi,rasa,positif
saya,rasa,positif
tidak,rasa,positif
komentar,rasa,positif
yang,rasa,positif
saya,rasa,positif
tahu,rasa,positif
datang,rasa,positif
sini,rasa,positif
minum,rasa,positif
kopi,rasa,positif
kualitas,rasa,positif
ruang,rasa,positif
yang,rasa,positif
bagus,rasa,positif
banyak,rasa,positif
cahaya,rasa,positif
alami,rasa,positif
untuk,rasa,positif
obrol,rasa,positif
teman,rasa,positif
teman,rasa,positif
anda,rasa,positif
kafe,kenyamanan,positif
tempat,kenyamanan,positif
bagus,kenyamanan,positif
santa,kenyamanan,positif
santa,kenyamanan,positif
tuang,rasa,positif
over,rasa,positif
bagus,rasa,positif
buat,rasa,positif
kopi,rasa,positif
asli,rasa,positif
indonesia,rasa,positif
minum,rasa,positif
bas,rasa,positif
kopi,rasa,positif
enak,rasa,positif
tangerine,rasa,positif
americano,rasa,positif
tangerine,rasa,positif
kopi,rasa,positif
dua,rasa,positif
rupa,rasa,positif
bahwa,rasa,positif
rasa,rasa,positif
jeruk,rasa,positif
keprok,rasa,positif
lebih,rasa,positif
berat,rasa,positif
makan,rasa,positif
telur,rasa,positif
benediktus,rasa,positif
cukup,rasa,positif
enak,rasa,positif
telur,rasa,positif
rebus,rasa,positif
milik,rasa,positif
kuning,rasa,positif
telur,rasa,positif
air,rasa,positif
croissantnya,rasa,positif
enak,rasa,positif
jika,rasa,positif
ingin,rasa,positif
camil,rasa,positif
kentang,rasa,positif
goreng,rasa,positif
enak,rasa,positif
kulit,rasa,positif
luar,rasa,positif
sangat,rasa,positif
renyah,rasa,positif
bagi,rasa,positif
tengah,rasa,positif
lembut,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
kopi,rasa,positif
baik,rasa,positif
pernah,rasa,positif
tempat,rasa,positif
kumpul,rasa,positif
bagus,rasa,positif
kopi,rasa,positif
enak,rasa,positif
utama,rasa,positif
kopi,rasa,positif
dingin,rasa,positif
buat,rasa,positif
tempat,umum,positif
oke,umum,positif
bukan,rasa,netral
jenis,rasa,netral
kopi,rasa,netral
mes,rasa,positif
hitam,rasa,positif
dingin,rasa,positif
buat,rasa,positif
itu,rasa,positif
benar,rasa,positif
benar,rasa,positif
alam,rasa,positif
baik,rasa,positif
sangat,rasa,positif
halus,rasa,positif
rasa,rasa,positif
cokelat,rasa,positif
pedas,rasa,positif
suasana,umum,positif
luar,umum,positif
biasa,umum,positif
tempat,umum,positif
parkir,umum,positif
luas,umum,positif
tempat,umum,positif
tongkrong,umum,positif
kolega,umum,positif
teman,umum,positif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
camil,rasa,positif
enak,rasa,positif
cocok,kenyamanan,positif
tempat,kenyamanan,positif
tongkrong,kenyamanan,positif
asal,kenyamanan,positif
ada,kenyamanan,positif
makan,kenyamanan,positif
tempat,kenyamanan,positif
cukup,kenyamanan,positif
luas,kenyamanan,positif
tidak,kenyamanan,positif
suka,kenyamanan,positif
tapi,kenyamanan,positif
suasana,kenyamanan,positif
bagus,kenyamanan,positif
cocok,rasa,netral
tempat,rasa,netral
tongkrong,rasa,netral
asal,rasa,netral
ada,rasa,netral
makan,rasa,netral
kopi,rasa,netral
enak,rasa,netral
utama,rasa,netral
dingin,rasa,netral
buat,rasa,netral
tapi,rasa,netral
makan,rasa,netral
enak,rasa,netral
semua,rasa,netral
mangkuk,rasa,netral
nasi,rasa,netral
hambar,rasa,netral
tidak,rasa,netral
asa,rasa,netral
staf,pelayanan,netral
kurang,pelayanan,netral
baik,pelayanan,netral
tidak,pelayanan,netral
masalah,pelayanan,netral
layan,pelayanan,netral
kopi,rasa,positif
enak,rasa,positif
layan,pelayanan,positif
bagus,pelayanan,positif
kopi,umum,positif
enak,umum,positif
layan,umum,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
habis,umum,positif
waktu,umum,positif
sama,umum,positif
keluarga,umum,positif
teman,umum,positif
asli,umum,positif
hebat,umum,positif
kopi,umum,positif
good,umum,positif
layan,umum,positif
suatu,umum,positif
baik,umum,positif
tempat,umum,positif
habis,umum,positif
kamu,umum,positif
waktu,umum,positif
family,umum,positif
friends,umum,positif
layan,pelayanan,negatif
buruk,pelayanan,negatif
masalah,pelayanan,negatif
mau,pelayanan,negatif
pindah,pelayanan,negatif
tempat,pelayanan,negatif
duduk,pelayanan,negatif
mungkin,pelayanan,negatif
padahal,pelayanan,negatif
inap,pelayanan,negatif
lebih,pelayanan,negatif
lama,pelayanan,negatif
di,pelayanan,negatif
belah,pelayanan,negatif
kursi,pelayanan,negatif
ganti,pelayanan,negatif
awal,pelayanan,negatif
boleh,pelayanan,negatif
akhir,pelayanan,negatif
boleh,pelayanan,negatif
rasa,rasa,positif
nasi,rasa,positif
goreng,rasa,positif
kopi,rasa,positif
enak,rasa,positif
mahal,harga,negatif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
enak,rasa,positif
suasana,rasa,positif
santai,rasa,positif
staf,pelayanan,positif
sangat,pelayanan,positif
bantu,pelayanan,positif
ramah,pelayanan,positif
jadi,pelayanan,positif
sombong,pelayanan,positif
suasana,umum,positif
santai,umum,positif
bahkan,umum,positif
toilet,umum,positif
bersih,umum,positif
tidak,umum,positif
takut,umum,positif
warna,umum,positif
gelap,umum,positif
salah,umum,positif
satu,umum,positif
tempat,umum,positif
baik,umum,positif
surabaya,umum,positif
barat,umum,positif
sarap,umum,positif
makan,umum,positif
siang,umum,positif
makan,umum,positif
siang,umum,positif
tempat,umum,positif
sangat,umum,positif
bagus,umum,positif
pasta,rasa,positif
lezat,rasa,positif
rasa,rasa,positif
kopi,rasa,positif
sangat,rasa,positif
jeruk,rasa,positif
harga,harga,netral
moderat,harga,netral
suasana,umum,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
gaul,umum,positif
luar,umum,positif
teman,umum,positif
teman,umum,positif
utama,umum,positif
lantai,umum,positif
mereka,umum,positif
kopi,rasa,positif
rasa,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
terkadang,umum,positif
terlalu,umum,positif
berisik,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
suasana,kenyamanan,positif
luar,kenyamanan,positif
biasa,kenyamanan,positif
dingin,rasa,positif
buat,rasa,positif
karamel,rasa,positif
enak,rasa,positif
kopi,umum,positif
enak,umum,positif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
enak,rasa,positif
kopi,rasa,positif
enak,rasa,positif
suasana,umum,positif
luar,umum,positif
biasa,umum,positif
sempurna,umum,positif
makan,umum,positif
siang,umum,positif
enak,rasa,positif
banyak,rasa,positif
pilih,rasa,positif
makan,rasa,positif
berat,rasa,positif
harga,harga,netral
standar,harga,netral
pilih,umum,positif
menu,umum,positif
khas,umum,positif
paling,umum,positif
tarik,umum,positif
suasana,umum,positif
tempat,umum,positif
saya,pelayanan,negatif
temu,pelayanan,negatif
layan,pelayanan,negatif
sana,pelayanan,negatif
terlalu,pelayanan,negatif
ramah,pelayanan,negatif
cara,pelayanan,negatif
bicara,pelayanan,negatif
tidak,pelayanan,negatif
senyum,pelayanan,negatif
yang,pelayanan,negatif
salah,pelayanan,negatif
dengan,pelayanan,negatif
saja,pelayanan,negatif
bukan,pelayanan,negatif
alam,pelayanan,negatif
baik,pelayanan,negatif
minum,rasa,positif
jus,rasa,positif
hari,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
sosial,umum,positif
cinta,umum,positif
kopi,umum,positif
adalah,umum,positif
kafe,umum,positif
bagus,umum,positif
adalah,rasa,positif
kafe,rasa,positif
bagus,rasa,positif
kualitas,rasa,positif
makan,rasa,positif
minum,rasa,positif
dasar,rasa,positif
budaya,rasa,positif
barat,rasa,positif
kopi,rasa,positif
rekomendasi,rasa,positif
warna,rasa,positif
putih,rasa,positif
dingin,rasa,positif
merek,rasa,positif
dagang,rasa,positif
mereka,rasa,positif
dapat,rasa,positif
lihat,rasa,positif
tutup,rasa,positif
botol,rasa,positif
kata,rasa,positif
dingin,rasa,positif
putih,rasa,positif
itu,rasa,positif
yang,rasa,positif
baik,rasa,positif
tangkap,rasa,positif
kemudian,rasa,positif
unggah,rasa,positif
bagi,rasa,positif
teman,rasa,positif
teman,rasa,positif
media,rasa,positif
sosial,rasa,positif
harga,harga,positif
bagus,harga,positif
sesuai,harga,positif
kualitas,harga,positif
kafe,umum,netral
kontainer,umum,netral
warna,umum,netral
merah,umum,netral
hitam,umum,netral
dalam,umum,netral
merah,umum,netral
hitam,umum,netral
nuansa,umum,netral
redup,umum,netral
milik,umum,netral
lantai,umum,netral
lantai,umum,netral
dapat,umum,netral
ruang,umum,netral
pribadi,umum,netral
mampu,umum,netral
muat,umum,netral
hingga,umum,netral
orang,umum,netral
spesialis,rasa,netral
kopi,rasa,netral
karena,rasa,netral
rasa,rasa,netral
makan,rasa,netral
begitu,rasa,netral
enak,rasa,netral
tawar,rasa,netral
menu,rasa,netral
makan,rasa,netral
paling,rasa,netral
enak,rasa,netral
saya,rasa,netral
pisang,rasa,netral
goreng,rasa,netral
satu,rasa,netral
porsi,rasa,netral
pisang,rasa,netral
goreng,rasa,netral
diri,rasa,netral
empat,rasa,netral
potong,rasa,netral
tempat,umum,positif
pilih,umum,positif
di,umum,positif
surabaya,umum,positif
barat,umum,positif
cinta,umum,positif
cinta,umum,positif
cinta,umum,positif
tempat,umum,positif
bagus,umum,positif
musik,umum,positif
bagus,umum,positif
makan,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
temu,umum,positif
teman,umum,positif
pelihara,umum,netral
luar,umum,netral
baik,umum,netral
dalam,umum,netral
kamar,umum,netral
kecil,umum,netral
biasa,umum,netral
bau,umum,netral
suka,rasa,positif
karamel,rasa,positif
putih,rasa,positif
dingin,rasa,positif
tempat,kenyamanan,positif
kumpul,kenyamanan,positif
nyaman,kenyamanan,positif
harga,umum,netral
premium,umum,netral
kualitas,umum,netral
b,umum,netral
rata,umum,netral
rata,umum,netral
padan,umum,netral
harga,umum,netral
lokasi,umum,netral
buruk,umum,netral
tempat,umum,netral
mungkin,umum,netral
lebih,umum,netral
cocok,umum,netral
remaja,umum,netral
sangat,umum,netral
ramai,umum,netral
bising,umum,netral
makan,rasa,negatif
oke,rasa,negatif
padan,rasa,negatif
harga,rasa,negatif
mes,rasa,negatif
spageti,rasa,negatif
tuna,rasa,negatif
pedas,rasa,negatif
terlalu,rasa,negatif
pedas,rasa,negatif
ikan,rasa,negatif
tuna,rasa,negatif
ada,rasa,negatif
tulang,rasa,negatif
tulang,rasa,negatif
ikan,rasa,negatif
sangkut,rasa,negatif
tenggorok,rasa,negatif
telah,rasa,negatif
bayar,rasa,negatif
banyak,rasa,negatif
tidak,rasa,negatif
padan,rasa,negatif
alam,rasa,negatif
mungkin,rasa,negatif
tidak,rasa,negatif
akan,rasa,negatif
datang,rasa,negatif
sini,rasa,negatif
layan,pelayanan,negatif
buruk,pelayanan,negatif
pertama,pelayanan,negatif
kali,pelayanan,negatif
datang,pelayanan,negatif
sana,pelayanan,negatif
penuh,pelayanan,negatif
sesak,pelayanan,negatif
jadi,pelayanan,negatif
biar,pelayanan,negatif
luncur,pelayanan,negatif
kali,pelayanan,negatif
dua,pelayanan,negatif
datang,pelayanan,negatif
terlalu,pelayanan,negatif
pagi,pelayanan,negatif
banyak,pelayanan,negatif
langgan,pelayanan,negatif
kita,pelayanan,negatif
harus,pelayanan,negatif
tunggu,pelayanan,negatif
lama,pelayanan,negatif
cuci,pelayanan,negatif
mulut,pelayanan,negatif
ingat,pelayanan,negatif
nama,pelayanan,negatif
makan,pelayanan,negatif
tutup,pelayanan,negatif
dengan,pelayanan,negatif
es,pelayanan,negatif
krim,pelayanan,negatif
putri,pelayanan,negatif
sikeras,pelayanan,negatif
milik,pelayanan,negatif
satu,pelayanan,negatif
pagi,pelayanan,negatif
itu,pelayanan,negatif
tunggu,pelayanan,negatif
satu,pelayanan,negatif
jam,pelayanan,negatif
itu,pelayanan,negatif
masih,pelayanan,negatif
dapat,pelayanan,negatif
apa,pelayanan,negatif
apa,pelayanan,negatif
meja,pelayanan,negatif
jadi,pelayanan,negatif
putus,pelayanan,negatif
untuk,pelayanan,negatif
pergi,pelayanan,negatif
mungkin,pelayanan,negatif
kembali,pelayanan,negatif
salah,rasa,positif
satu,rasa,positif
rajin,rasa,positif
kopi,rasa,positif
panggang,rasa,positif
segar,rasa,positif
baik,rasa,positif
kota,rasa,positif
kopi,rasa,positif
enak,rasa,positif
kopi,pelayanan,positif
enak,pelayanan,positif
staf,pelayanan,positif
ramah,pelayanan,positif
akan,pelayanan,positif
kopi,rasa,positif
luar,rasa,positif
biasa,rasa,positif
cinta,rasa,positif
arabika,rasa,positif
ramai,rasa,positif
akhir,rasa,positif
pekan,rasa,positif
makan,rasa,positif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,negatif
pasti,rasa,negatif
keri,rasa,negatif
mes,rasa,negatif
hidang,rasa,negatif
utama,rasa,negatif
salah,rasa,negatif
satu,rasa,negatif
spaghetti,rasa,negatif
carbonara,rasa,negatif
harga,rasa,negatif
72,rasa,negatif
belum,rasa,negatif
masuk,rasa,negatif
pajak,rasa,negatif
rasa,rasa,negatif
pasta,rasa,negatif
instan,rasa,negatif
kafetaria,rasa,negatif
kampus,rasa,negatif
saya,rasa,negatif
harap,rasa,negatif
rasa,rasa,negatif
pasta,rasa,negatif
sempurna,rasa,negatif
enak,rasa,negatif
tidak,rasa,negatif
langgan,rasa,negatif
bayar,rasa,negatif
layak,rasa,negatif
dapat,rasa,negatif
saset,rasa,negatif
carbonara,rasa,negatif
instan,rasa,negatif
saya,rasa,negatif
minta,rasa,negatif
atau,rasa,negatif
pasti,rasa,negatif
100,rasa,negatif
tidak,rasa,negatif
akan,rasa,negatif
bahkan,rasa,negatif
rekomendasi,rasa,negatif
siapa,rasa,negatif
maaf,rasa,negatif
aku,rasa,negatif
3,umum,positif
bulan,umum,positif
tinggal,umum,positif
rumah,umum,positif
pergi,umum,positif
luar,umum,positif
nikmat,umum,positif
kopi,umum,positif
ini,umum,positif
adalah,umum,positif
tempat,umum,positif
bagus,umum,positif
kumpul,umum,positif
gaul,umum,positif
teman,umum,positif
teman,umum,positif
kopi,rasa,positif
rasa,rasa,positif
enak,rasa,positif
sekali,rasa,positif
utama,rasa,positif
dingin,rasa,positif
buat,rasa,positif
harus,rasa,positif
lebih,rasa,positif
tua,rasa,positif
dingin,rasa,positif
buat,rasa,positif
ketika,rasa,positif
unjung,rasa,positif
tanamera,rasa,positif
pilih,rasa,positif
bisa,rasa,positif
upa,rasa,positif
cappucino,rasa,positif
seperti,rasa,positif
lihat,rasa,positif
gambar,rasa,positif
suka,pelayanan,positif
staf,pelayanan,positif
luar,pelayanan,positif
biasa,pelayanan,positif
sini,pelayanan,positif
sangat,pelayanan,positif
ramah,pelayanan,positif
temu,pelayanan,positif
banyak,pelayanan,positif
teman,pelayanan,positif
sini,pelayanan,positif
satu,pelayanan,negatif
satu,pelayanan,negatif
langgan,pelayanan,negatif
sini,pelayanan,negatif
mes,pelayanan,negatif
telur,pelayanan,negatif
dua,pelayanan,negatif
pesan,pelayanan,negatif
salah,pelayanan,negatif
butuh,pelayanan,negatif
lebih,pelayanan,negatif
30,pelayanan,negatif
menit,pelayanan,negatif
terima,pelayanan,negatif
pesan,pelayanan,negatif
telur,pelayanan,negatif
benar,pelayanan,negatif
manajer,pelayanan,negatif
ajak,pelayanan,negatif
bicara,pelayanan,negatif
alas,pelayanan,negatif
dapur,pelayanan,negatif
adalah,pelayanan,negatif
bahwa,pelayanan,negatif
ada,pelayanan,negatif
staf,pelayanan,negatif
baru,pelayanan,negatif
mereka,pelayanan,negatif
tahu,pelayanan,negatif
cara,pelayanan,negatif
rebus,pelayanan,negatif
butir,pelayanan,negatif
telur,pelayanan,negatif
jika,pelayanan,negatif
ingin,pelayanan,negatif
habis,pelayanan,negatif
minimal,pelayanan,negatif
satu,pelayanan,negatif
jam,pelayanan,negatif
terima,pelayanan,negatif
makan,pelayanan,negatif
biasa,pelayanan,negatif
saya,pelayanan,negatif
sangat,pelayanan,negatif
saran,pelayanan,negatif
hindar,pelayanan,negatif
tempat,pelayanan,negatif
kopi,rasa,positif
memang,rasa,positif
enak,rasa,positif
kami,pelayanan,negatif
mes,pelayanan,negatif
ayam,pelayanan,negatif
bakar,pelayanan,negatif
terlalu,pelayanan,negatif
kering,pelayanan,negatif
sulit,pelayanan,negatif
kunyah,pelayanan,negatif
makan,pelayanan,negatif
saji,pelayanan,negatif
dingin,pelayanan,negatif
tunggu,pelayanan,negatif
makan,pelayanan,negatif
kami,pelayanan,negatif
dapat,pelayanan,negatif
ayam,pelayanan,negatif
panggang,pelayanan,negatif
dingin,pelayanan,negatif
